Date,Discharge,flood runoff,daily runoff,weekly runoff,Flood
27-Jun-03,464,0,0.15,0.8,0
28-Jun-03,123,0,0.04,0.63,0
29-Jun-03,294,0,0.1,0.47,0
30-Jun-03,48,0,0.02,0.44,0
1-Jul-03,0,0,0,0.38,0
2-Jul-03,0,0,0,0.31,0
3-Jul-03,0,0,0,0.31,0
4-Jul-03,0,0,0,0.15,0
5-Jul-03,0,0,0,0.11,0
6-Jul-03,237,0,0.08,0.09,0
7-Jul-03,372,0,0.12,0.2,0
8-Jul-03,22,0,0.01,0.21,0
9-Jul-03,1062,0,0.35,0.56,0
10-Jul-03,1270,0,0.42,0.99,0
11-Jul-03,2112,0,0.7,1.69,0
12-Jul-03,2068,0,0.69,2.38,0
13-Jul-03,1292,0,0.43,2.73,0
14-Jul-03,371,0,0.12,2.73,0
15-Jul-03,0,0,0,2.72,0
16-Jul-03,0,0,0,2.37,0
17-Jul-03,388,0,0.13,2.07,0
18-Jul-03,1106,0,0.37,1.74,0
19-Jul-03,2871,0,0.96,2.01,0
20-Jul-03,4005,0,1.33,2.91,0
21-Jul-03,2597,0,0.86,3.65,0
22-Jul-03,2185,0,0.73,4.38,0
23-Jul-03,1373,0,0.46,4.84,0
24-Jul-03,397,0,0.13,4.84,0
25-Jul-03,337,0,0.11,4.58,0
26-Jul-03,805,0,0.27,3.9,0
27-Jul-03,2645,0,0.88,3.44,0
28-Jul-03,3114,0,1.04,3.61,0
29-Jul-03,3114,0,1.04,3.92,0
30-Jul-03,2687,0,0.89,4.36,0
31-Jul-03,1047,0,0.35,4.58,0
1-Aug-03,3127,0,1.04,5.51,0
2-Aug-03,3063,0,1.02,6.26,0
3-Aug-03,4370,0,1.46,6.83,0
4-Aug-03,4935,0,1.64,7.44,0
5-Aug-03,4017,0,1.34,7.74,0
6-Aug-03,2816,0,0.94,7.78,0
7-Aug-03,2592,0,0.86,8.3,0
8-Aug-03,3750,0,1.25,8.5,0
9-Aug-03,2875,0,0.96,8.44,0
10-Aug-03,3695,0,1.23,8.22,0
11-Aug-03,3740,0,1.25,7.82,0
12-Aug-03,3600,0,1.2,7.68,0
13-Aug-03,4209,0,1.4,8.14,0
14-Aug-03,4490,0,1.5,8.78,0
15-Aug-03,3884,0,1.29,8.82,0
16-Aug-03,4040,0,1.35,9.21,0
17-Aug-03,4491,0,1.5,9.47,0
18-Aug-03,4588,0,1.53,9.76,0
19-Aug-03,5075,0,1.69,10.25,0
20-Aug-03,3115,0,1.04,9.88,0
21-Aug-03,2362,0,0.79,9.18,0
22-Aug-03,1696,0,0.56,8.45,0
23-Aug-03,1081,0,0.36,7.46,0
24-Aug-03,2069,0,0.69,6.65,0
25-Aug-03,2921,0,0.97,6.1,0
26-Aug-03,3454,0,1.15,5.56,0
27-Aug-03,2979,0,0.99,5.51,0
28-Aug-03,2474,0,0.82,5.55,0
29-Aug-03,1976,0,0.66,5.65,0
30-Aug-03,1493,0,0.5,5.78,0
31-Aug-03,3094,0,1.03,6.12,0
1-Sep-03,3414,0,1.14,6.29,0
2-Sep-03,3670,0,1.22,6.36,0
3-Sep-03,3289,0,1.1,6.46,0
4-Sep-03,2623,0,0.87,6.51,0
5-Sep-03,2167,0,0.72,6.58,0
6-Sep-03,2088,0,0.7,6.77,0
7-Sep-03,2480,0,0.83,6.57,0
8-Sep-03,2161,0,0.72,6.15,0
9-Sep-03,2149,0,0.72,5.65,0
10-Sep-03,1705,0,0.57,5.12,0
11-Sep-03,1730,0,0.58,4.82,0
12-Sep-03,2622,0,0.87,4.97,0
13-Sep-03,2964,0,0.99,5.26,0
14-Sep-03,3235,0,1.08,5.52,0
15-Sep-03,3235,0,1.08,5.87,0
16-Sep-03,2522,0,0.84,6,0
17-Sep-03,2076,0,0.69,6.12,0
18-Sep-03,1927,0,0.64,6.19,0
19-Sep-03,1556,0,0.52,5.83,0
20-Sep-03,1316,0,0.44,5.28,0
21-Sep-03,1214,0,0.4,4.61,0
22-Sep-03,1531,0,0.51,4.04,0
23-Sep-03,2521,0,0.84,4.04,0
24-Sep-03,4285,0,1.43,4.78,0
25-Sep-03,5393,0,1.8,5.93,0
26-Sep-03,6129,0,2.04,7.45,0
27-Sep-03,5493,0,1.83,8.85,0
28-Sep-03,4847,0,1.61,10.06,0
29-Sep-03,4152,0,1.38,10.93,0
30-Sep-03,3573,0,1.19,11.28,0
1-Oct-03,3628,0,1.21,11.06,0
2-Oct-03,3201,0,1.07,10.33,0
3-Oct-03,3710,0,1.24,9.52,0
4-Oct-03,3849,0,1.28,8.98,0
5-Oct-03,3974,0,1.32,8.69,0
6-Oct-03,3819,0,1.27,8.58,0
7-Oct-03,2112,0,0.7,8.09,0
8-Oct-03,2904,0,0.97,7.85,0
9-Oct-03,3134,0,1.04,7.83,0
10-Oct-03,3506,0,1.17,7.76,0
11-Oct-03,3893,0,1.3,7.77,0
12-Oct-03,3611,0,1.2,7.65,0
13-Oct-03,3735,0,1.24,7.62,0
14-Oct-03,3469,0,1.16,8.08,0
15-Oct-03,3840,0,1.28,8.39,0
16-Oct-03,3379,0,1.13,8.47,0
17-Oct-03,3207,0,1.07,8.37,0
18-Oct-03,2890,0,0.96,8.04,0
19-Oct-03,2421,0,0.81,7.64,0
20-Oct-03,2540,0,0.85,7.24,0
21-Oct-03,1938,0,0.65,6.73,0
22-Oct-03,1735,0,0.58,6.03,0
23-Oct-03,2148,0,0.72,5.62,0
24-Oct-03,3297,0,1.1,5.65,0
25-Oct-03,4271,0,1.42,6.11,0
26-Oct-03,4069,0,1.35,6.66,0
27-Oct-03,4458,0,1.48,7.3,0
28-Oct-03,3146,0,1.05,7.7,0
29-Oct-03,3034,0,1.01,8.13,0
30-Oct-03,3263,0,1.09,8.5,0
31-Oct-03,3737,0,1.24,8.65,0
1-Nov-03,4834,0,1.61,8.84,0
2-Nov-03,5306,0,1.77,9.25,0
3-Nov-03,4338,0,1.44,9.21,0
4-Nov-03,3514,0,1.17,9.33,0
5-Nov-03,1930,0,0.64,8.96,0
6-Nov-03,1729,0,0.58,8.45,0
7-Nov-03,1461,0,0.49,7.7,0
8-Nov-03,987,0,0.33,6.41,0
9-Nov-03,1404,0,0.47,5.12,0
10-Nov-03,1639,0,0.55,4.22,0
11-Nov-03,1586,0,0.53,3.58,0
12-Nov-03,1881,0,0.63,3.56,0
13-Nov-03,2008,0,0.67,3.65,0
14-Nov-03,1989,0,0.66,3.83,0
15-Nov-03,2262,0,0.75,4.25,0
16-Nov-03,2381,0,0.79,4.58,0
17-Nov-03,2026,0,0.67,4.71,0
18-Nov-03,1879,0,0.63,4.8,0
19-Nov-03,2173,0,0.72,4.9,0
20-Nov-03,2150,0,0.72,4.95,0
21-Nov-03,2137,0,0.71,5,0
22-Nov-03,2256,0,0.75,5,0
23-Nov-03,2748,0,0.92,5.12,0
24-Nov-03,2731,0,0.91,5.35,0
25-Nov-03,2609,0,0.87,5.6,0
26-Nov-03,2676,0,0.89,5.76,0
27-Nov-03,2243,0,0.75,5.79,0
28-Nov-03,1952,0,0.65,5.73,0
29-Nov-03,1888,0,0.63,5.61,0
30-Nov-03,2014,0,0.67,5.37,0
1-Dec-03,1877,0,0.62,5.08,0
2-Dec-03,1979,0,0.66,4.87,0
3-Dec-03,1972,0,0.66,4.64,0
4-Dec-03,2428,0,0.81,4.7,0
5-Dec-03,2623,0,0.87,4.92,0
6-Dec-03,2987,0,0.99,5.29,0
7-Dec-03,3057,0,1.02,5.64,0
8-Dec-03,2287,0,0.76,5.77,0
9-Dec-03,2393,0,0.8,5.91,0
10-Dec-03,1773,0,0.59,5.84,0
11-Dec-03,2357,0,0.78,5.82,0
12-Dec-03,2375,0,0.79,5.74,0
13-Dec-03,1846,0,0.61,5.36,0
14-Dec-03,1604,0,0.53,4.87,0
15-Dec-03,1395,0,0.46,4.58,0
16-Dec-03,2731,0,0.91,4.69,0
17-Dec-03,2776,0,0.92,5.02,0
18-Dec-03,3526,0,1.17,5.41,0
19-Dec-03,3117,0,1.04,5.66,0
20-Dec-03,2810,0,0.94,5.98,0
21-Dec-03,2986,0,0.99,6.44,0
22-Dec-03,2461,0,0.82,6.79,0
23-Dec-03,2273,0,0.76,6.64,0
24-Dec-03,939,0,0.31,6.03,0
25-Dec-03,55,0,0.02,4.87,0
26-Dec-03,0,0,0,3.84,0
27-Dec-03,0,0,0,2.9,0
28-Dec-03,0,0,0,1.91,0
29-Dec-03,0,0,0,1.09,0
30-Dec-03,0,0,0,0.33,0
31-Dec-03,0,0,0,0.02,0
1-Jan-04,0,0,0,0,0
2-Jan-04,236,0,0.08,0.08,0
3-Jan-04,274,0,0.09,0.17,0
4-Jan-04,145,0,0.05,0.22,0
5-Jan-04,145,0,0.05,0.27,0
6-Jan-04,0,0,0,0.27,0
7-Jan-04,301,0,0.1,0.37,0
8-Jan-04,335,0,0.11,0.48,0
9-Jan-04,622,0,0.21,0.61,0
10-Jan-04,646,0,0.22,0.73,0
11-Jan-04,200,0,0.07,0.75,0
12-Jan-04,317,0,0.11,0.81,0
13-Jan-04,0,0,0,0.81,0
14-Jan-04,0,0,0,0.71,0
15-Jan-04,672,0,0.22,0.82,0
16-Jan-04,776,0,0.26,0.87,0
17-Jan-04,942,0,0.31,0.97,0
18-Jan-04,504,0,0.17,1.07,0
19-Jan-04,215,0,0.07,1.04,0
20-Jan-04,151,0,0.05,1.09,0
21-Jan-04,532,0,0.18,1.26,0
22-Jan-04,795,0,0.26,1.3,0
23-Jan-04,1198,0,0.4,1.44,0
24-Jan-04,1074,0,0.36,1.49,0
25-Jan-04,1288,0,0.43,1.75,0
26-Jan-04,1239,0,0.41,2.09,0
27-Jan-04,860,0,0.29,2.33,0
28-Jan-04,973,0,0.32,2.47,0
29-Jan-04,414,0,0.14,2.35,0
30-Jan-04,982,0,0.33,2.27,0
31-Jan-04,938,0,0.31,2.23,0
1-Feb-04,880,0,0.29,2.09,0
2-Feb-04,818,0,0.27,1.95,0
3-Feb-04,420,0,0.14,1.81,0
4-Feb-04,96,0,0.03,1.51,0
5-Feb-04,0,0,0,1.38,0
6-Feb-04,777,0,0.26,1.31,0
7-Feb-04,1330,0,0.44,1.44,0
8-Feb-04,1785,0,0.59,1.74,0
9-Feb-04,1876,0,0.62,2.09,0
10-Feb-04,1339,0,0.45,2.4,0
11-Feb-04,846,0,0.28,2.65,0
12-Feb-04,542,0,0.18,2.83,0
13-Feb-04,698,0,0.23,2.8,0
14-Feb-04,258,0,0.09,2.44,0
15-Feb-04,298,0,0.1,1.95,0
16-Feb-04,0,0,0,1.32,0
17-Feb-04,267,0,0.09,0.97,0
18-Feb-04,267,0,0.09,0.78,0
19-Feb-04,0,0,0,0.6,0
20-Feb-04,0,0,0,0.36,0
21-Feb-04,0,0,0,0.28,0
22-Feb-04,0,0,0,0.18,0
23-Feb-04,29,0,0.01,0.19,0
24-Feb-04,532,0,0.18,0.28,0
25-Feb-04,284,0,0.09,0.28,0
26-Feb-04,504,0,0.17,0.45,0
27-Feb-04,253,0,0.08,0.53,0
28-Feb-04,373,0,0.12,0.66,0
29-Feb-04,564,0,0.19,0.85,0
1-Mar-04,185,0,0.06,0.9,0
2-Mar-04,582,0,0.19,0.91,0
3-Mar-04,114,0,0.04,0.86,0
4-Mar-04,464,0,0.15,0.84,0
5-Mar-04,633,0,0.21,0.97,0
6-Mar-04,704,0,0.23,1.08,0
7-Mar-04,945,0,0.31,1.21,0
8-Mar-04,904,0,0.3,1.45,0
9-Mar-04,969,0,0.32,1.58,0
10-Mar-04,772,0,0.26,1.79,0
11-Mar-04,453,0,0.15,1.79,0
12-Mar-04,554,0,0.18,1.76,0
13-Mar-04,602,0,0.2,1.73,0
14-Mar-04,260,0,0.09,1.5,0
15-Mar-04,1248,0,0.42,1.62,0
16-Mar-04,1698,0,0.57,1.86,0
17-Mar-04,1806,0,0.6,2.2,0
18-Mar-04,2257,0,0.75,2.81,0
19-Mar-04,1804,0,0.6,3.22,0
20-Mar-04,1254,0,0.42,3.44,0
21-Mar-04,982,0,0.33,3.68,0
22-Mar-04,1593,0,0.53,3.79,0
23-Mar-04,1497,0,0.5,3.73,0
24-Mar-04,1626,0,0.54,3.67,0
25-Mar-04,1384,0,0.46,3.38,0
26-Mar-04,353,0,0.12,2.89,0
27-Mar-04,245,0,0.08,2.56,0
28-Mar-04,0,0,0,2.23,0
29-Mar-04,213,0,0.07,1.77,0
30-Mar-04,651,0,0.22,1.49,0
31-Mar-04,419,0,0.14,1.09,0
1-Apr-04,365,0,0.12,0.75,0
2-Apr-04,0,0,0,0.63,0
3-Apr-04,30,0,0.01,0.56,0
4-Apr-04,87,0,0.03,0.59,0
5-Apr-04,83,0,0.03,0.54,0
6-Apr-04,0,0,0,0.33,0
7-Apr-04,0,0,0,0.19,0
8-Apr-04,22,0,0.01,0.07,0
9-Apr-04,0,0,0,0.07,0
10-Apr-04,741,0,0.25,0.31,0
11-Apr-04,884,0,0.29,0.58,0
12-Apr-04,115,0,0.04,0.59,0
13-Apr-04,154,0,0.05,0.64,0
14-Apr-04,10,0,0,0.64,0
15-Apr-04,0,0,0,0.63,0
16-Apr-04,0,0,0,0.63,0
17-Apr-04,0,0,0,0.39,0
18-Apr-04,0,0,0,0.09,0
19-Apr-04,153,0,0.05,0.11,0
20-Apr-04,654,0,0.22,0.27,0
21-Apr-04,430,0,0.14,0.41,0
22-Apr-04,95,0,0.03,0.44,0
23-Apr-04,0,0,0,0.44,0
24-Apr-04,726,0,0.24,0.69,0
25-Apr-04,405,0,0.13,0.82,0
26-Apr-04,644,0,0.21,0.98,0
27-Apr-04,661,0,0.22,0.99,0
28-Apr-04,0,0,0,0.84,0
29-Apr-04,0,0,0,0.81,0
30-Apr-04,0,0,0,0.81,0
1-May-04,0,0,0,0.57,0
2-May-04,0,0,0,0.43,0
3-May-04,0,0,0,0.22,0
4-May-04,0,0,0,0,0
5-May-04,120,0,0.04,0.04,0
6-May-04,33,0,0.01,0.05,0
7-May-04,199,0,0.07,0.12,0
8-May-04,326,0,0.11,0.23,0
9-May-04,0,0,0,0.23,0
10-May-04,0,0,0,0.23,0
11-May-04,0,0,0,0.23,0
12-May-04,0,0,0,0.19,0
13-May-04,0,0,0,0.17,0
14-May-04,0,0,0,0.11,0
15-May-04,0,0,0,0,0
16-May-04,0,0,0,0,0
17-May-04,0,0,0,0,0
18-May-04,0,0,0,0,0
19-May-04,0,0,0,0,0
20-May-04,0,0,0,0,0
21-May-04,0,0,0,0,0
22-May-04,0,0,0,0,0
23-May-04,0,0,0,0,0
24-May-04,0,0,0,0,0
25-May-04,0,0,0,0,0
26-May-04,0,0,0,0,0
27-May-04,0,0,0,0,0
28-May-04,129,0,0.04,0.04,0
29-May-04,210,0,0.07,0.11,0
30-May-04,0,0,0,0.11,0
31-May-04,0,0,0,0.11,0
1-Jun-04,0,0,0,0.11,0
2-Jun-04,0,0,0,0.11,0
3-Jun-04,0,0,0,0.11,0
4-Jun-04,0,0,0,0.07,0
5-Jun-04,0,0,0,0,0
6-Jun-04,0,0,0,0,0
7-Jun-04,0,0,0,0,0
8-Jun-04,7763,0,2.58,2.58,0
9-Jun-04,8034,0,2.68,5.26,0
10-Jun-04,7416,0,2.47,7.73,0
11-Jun-04,8568,0,2.85,10.58,0
12-Jun-04,407,0,0.14,10.72,0
13-Jun-04,84,0,0.03,10.75,0
14-Jun-04,0,0,0,10.75,0
15-Jun-04,0,0,0,8.16,0
16-Jun-04,0,0,0,5.49,0
17-Jun-04,0,0,0,3.02,0
18-Jun-04,0,0,0,0.16,0
19-Jun-04,0,0,0,0.03,0
20-Jun-04,0,0,0,0,0
21-Jun-04,0,0,0,0,0
22-Jun-04,0,0,0,0,0
23-Jun-04,0,0,0,0,0
24-Jun-04,0,0,0,0,0
25-Jun-04,0,0,0,0,0
26-Jun-04,0,0,0,0,0
27-Jun-04,0,0,0,0,0
28-Jun-04,154,0,0.05,0.05,0
29-Jun-04,629,0,0.21,0.26,0
30-Jun-04,783,0,0.26,0.52,0
1-Jul-04,631,0,0.21,0.73,0
2-Jul-04,880,0,0.29,1.02,0
3-Jul-04,334,0,0.11,1.14,0
4-Jul-04,572,0,0.19,1.33,0
5-Jul-04,0,0,0,1.27,0
6-Jul-04,0,0,0,1.06,0
7-Jul-04,0,0,0,0.8,0
8-Jul-04,0,0,0,0.59,0
9-Jul-04,3727,0,1.24,1.54,0
10-Jul-04,5883,0,1.96,3.39,0
11-Jul-04,6854,0,2.28,5.48,0
12-Jul-04,7393,0,2.46,7.94,0
13-Jul-04,3913,0,1.3,9.25,0
14-Jul-04,2758,0,0.92,10.16,0
15-Jul-04,2983,0,0.99,11.16,0
16-Jul-04,3619,0,1.21,11.12,0
17-Jul-04,3180,0,1.06,10.22,0
18-Jul-04,3085,0,1.03,8.97,0
19-Jul-04,2269,0,0.76,7.26,0
20-Jul-04,1359,0,0.45,6.41,0
21-Jul-04,1946,0,0.65,6.14,0
22-Jul-04,1657,0,0.55,5.7,0
23-Jul-04,2192,0,0.73,5.22,0
24-Jul-04,2024,0,0.67,4.84,0
25-Jul-04,169,0,0.06,3.87,0
26-Jul-04,401,0,0.13,3.25,0
27-Jul-04,53,0,0.02,2.81,0
28-Jul-04,902,0,0.3,2.46,0
29-Jul-04,1722,0,0.57,2.48,0
30-Jul-04,1494,0,0.5,2.25,0
31-Jul-04,1859,0,0.62,2.2,0
1-Aug-04,902,0,0.3,2.44,0
2-Aug-04,1701,0,0.57,2.87,0
3-Aug-04,3349,0,1.12,3.97,0
4-Aug-04,5883,0,1.96,5.63,0
5-Aug-04,9782,0,3.26,8.31,0
6-Aug-04,9185,0,3.06,10.88,0
7-Aug-04,9918,0,3.3,13.56,0
8-Aug-04,7849,0,2.61,15.87,0
9-Aug-04,4755,0,1.58,16.89,0
10-Aug-04,4212,0,1.4,17.18,0
11-Aug-04,2446,0,0.81,16.03,0
12-Aug-04,2037,0,0.68,13.45,0
13-Aug-04,1886,0,0.63,11.02,0
14-Aug-04,3451,0,1.15,8.87,0
15-Aug-04,3657,0,1.22,7.47,0
16-Aug-04,4605,0,1.53,7.42,0
17-Aug-04,4537,0,1.51,7.53,0
18-Aug-04,3425,0,1.14,7.86,0
19-Aug-04,2748,0,0.92,8.09,0
20-Aug-04,1953,0,0.65,8.12,0
21-Aug-04,1702,0,0.57,7.53,0
22-Aug-04,1947,0,0.65,6.97,0
23-Aug-04,2848,0,0.95,6.38,0
24-Aug-04,2603,0,0.87,5.74,0
25-Aug-04,2832,0,0.94,5.54,0
26-Aug-04,3021,0,1.01,5.63,0
27-Aug-04,2737,0,0.91,5.89,0
28-Aug-04,2968,0,0.99,6.31,0
29-Aug-04,3689,0,1.23,6.89,0
30-Aug-04,3775,0,1.26,7.2,0
31-Aug-04,2868,0,0.96,7.29,0
1-Sep-04,2868,0,0.96,7.3,0
2-Sep-04,2005,0,0.67,6.96,0
3-Sep-04,1134,0,0.38,6.43,0
4-Sep-04,1168,0,0.39,5.83,0
5-Sep-04,3361,0,1.12,5.72,0
6-Sep-04,3806,0,1.27,5.73,0
7-Sep-04,4413,0,1.47,6.24,0
8-Sep-04,4413,0,1.47,6.76,0
9-Sep-04,1866,0,0.62,6.71,0
10-Sep-04,1719,0,0.57,6.91,0
11-Sep-04,1566,0,0.52,7.04,0
12-Sep-04,2143,0,0.71,6.63,0
13-Sep-04,3128,0,1.04,6.41,0
14-Sep-04,3223,0,1.07,6.01,0
15-Sep-04,3195,0,1.06,5.61,0
16-Sep-04,2736,0,0.91,5.9,0
17-Sep-04,2611,0,0.87,6.19,0
18-Sep-04,3221,0,1.07,6.74,0
19-Sep-04,3415,0,1.14,7.17,0
20-Sep-04,4165,0,1.39,7.51,0
21-Sep-04,4596,0,1.53,7.97,0
22-Sep-04,4435,0,1.48,8.38,0
23-Sep-04,5231,0,1.74,9.21,0
24-Sep-04,6751,0,2.25,10.59,0
25-Sep-04,6423,0,2.14,11.66,0
26-Sep-04,6599,0,2.2,12.72,0
27-Sep-04,6344,0,2.11,13.45,0
28-Sep-04,4780,0,1.59,13.51,0
29-Sep-04,5371,0,1.79,13.82,0
30-Sep-04,5237,0,1.74,13.82,0
1-Oct-04,3841,0,1.28,12.85,0
2-Oct-04,2781,0,0.93,11.64,0
3-Oct-04,1974,0,0.66,10.1,0
4-Oct-04,1291,0,0.43,8.42,0
5-Oct-04,2222,0,0.74,7.56,0
6-Oct-04,4239,0,1.41,7.19,0
7-Oct-04,6039,0,2.01,7.45,0
8-Oct-04,7505,0,2.5,8.67,0
9-Oct-04,8666,0,2.89,10.63,0
10-Oct-04,7197,0,2.4,12.37,0
11-Oct-04,4921,0,1.64,13.58,0
12-Oct-04,4498,0,1.5,14.34,0
13-Oct-04,3737,0,1.24,14.17,0
14-Oct-04,2893,0,0.96,13.13,0
15-Oct-04,2661,0,0.89,11.51,0
16-Oct-04,2471,0,0.82,9.45,0
17-Oct-04,2515,0,0.84,7.89,0
18-Oct-04,2609,0,0.87,7.12,0
19-Oct-04,2631,0,0.88,6.5,0
20-Oct-04,2467,0,0.82,6.08,0
21-Oct-04,1808,0,0.6,5.71,0
22-Oct-04,2792,0,0.93,5.76,0
23-Oct-04,2827,0,0.94,5.88,0
24-Oct-04,3048,0,1.01,6.05,0
25-Oct-04,2913,0,0.97,6.16,0
26-Oct-04,2472,0,0.82,6.1,0
27-Oct-04,2267,0,0.75,6.04,0
28-Oct-04,1710,0,0.57,6,0
29-Oct-04,1775,0,0.59,5.66,0
30-Oct-04,1759,0,0.59,5.31,0
31-Oct-04,2113,0,0.7,5,0
1-Nov-04,2710,0,0.9,4.93,0
2-Nov-04,3457,0,1.15,5.26,0
3-Nov-04,3807,0,1.27,5.77,0
4-Nov-04,4274,0,1.42,6.62,0
5-Nov-04,3754,0,1.25,7.28,0
6-Nov-04,2731,0,0.91,7.61,0
7-Nov-04,2455,0,0.82,7.72,0
8-Nov-04,1665,0,0.55,7.37,0
9-Nov-04,1550,0,0.52,6.74,0
10-Nov-04,1543,0,0.51,5.98,0
11-Nov-04,2361,0,0.79,5.35,0
12-Nov-04,2299,0,0.77,4.86,0
13-Nov-04,2391,0,0.8,4.75,0
14-Nov-04,2460,0,0.82,4.75,0
15-Nov-04,1392,0,0.46,4.66,0
16-Nov-04,1127,0,0.38,4.52,0
17-Nov-04,1040,0,0.35,4.35,0
18-Nov-04,1242,0,0.41,3.98,0
19-Nov-04,1378,0,0.46,3.67,0
20-Nov-04,1491,0,0.5,3.37,0
21-Nov-04,1300,0,0.43,2.99,0
22-Nov-04,1117,0,0.37,2.9,0
23-Nov-04,1212,0,0.4,2.92,0
24-Nov-04,996,0,0.33,2.91,0
25-Nov-04,1229,0,0.41,2.91,0
26-Nov-04,1131,0,0.38,2.82,0
27-Nov-04,1317,0,0.44,2.76,0
28-Nov-04,1674,0,0.56,2.89,0
29-Nov-04,1290,0,0.43,2.95,0
30-Nov-04,1287,0,0.43,2.97,0
1-Dec-04,715,0,0.24,2.88,0
2-Dec-04,871,0,0.29,2.76,0
3-Dec-04,1608,0,0.54,2.92,0
4-Dec-04,1703,0,0.57,3.05,0
5-Dec-04,2007,0,0.67,3.16,0
6-Dec-04,1870,0,0.62,3.35,0
7-Dec-04,815,0,0.27,3.19,0
8-Dec-04,666,0,0.22,3.18,0
9-Dec-04,739,0,0.25,3.13,0
10-Dec-04,1072,0,0.36,2.95,0
11-Dec-04,1439,0,0.48,2.87,0
12-Dec-04,1525,0,0.51,2.71,0
13-Dec-04,1338,0,0.45,2.53,0
14-Dec-04,1066,0,0.35,2.61,0
15-Dec-04,869,0,0.29,2.68,0
16-Dec-04,754,0,0.25,2.68,0
17-Dec-04,1022,0,0.34,2.67,0
18-Dec-04,1259,0,0.42,2.61,0
19-Dec-04,1089,0,0.36,2.46,0
20-Dec-04,1023,0,0.34,2.36,0
21-Dec-04,449,0,0.15,2.15,0
22-Dec-04,314,0,0.1,1.97,0
23-Dec-04,217,0,0.07,1.79,0
24-Dec-04,50,0,0.02,1.47,0
25-Dec-04,445,0,0.15,1.19,0
26-Dec-04,151,0,0.05,0.88,0
27-Dec-04,428,0,0.14,0.68,0
28-Dec-04,420,0,0.14,0.67,0
29-Dec-04,786,0,0.26,0.83,0
30-Dec-04,782,0,0.26,1.02,0
31-Dec-04,503,0,0.17,1.17,0
1-Jan-05,811,0,0.27,1.29,0
2-Jan-05,0,0,0,1.24,0
3-Jan-05,0,0,0,1.1,0
4-Jan-05,0,0,0,0.96,0
5-Jan-05,0,0,0,0.7,0
6-Jan-05,0,0,0,0.44,0
7-Jan-05,0,0,0,0.27,0
8-Jan-05,0,0,0,0,0
9-Jan-05,0,0,0,0,0
10-Jan-05,0,0,0,0,0
11-Jan-05,0,0,0,0,0
12-Jan-05,498,0,0.17,0.17,0
13-Jan-05,245,0,0.08,0.25,0
14-Jan-05,329,0,0.11,0.36,0
15-Jan-05,0,0,0,0.36,0
16-Jan-05,0,0,0,0.36,0
17-Jan-05,0,0,0,0.36,0
18-Jan-05,89,0,0.03,0.39,0
19-Jan-05,0,0,0,0.22,0
20-Jan-05,0,0,0,0.14,0
21-Jan-05,0,0,0,0.03,0
22-Jan-05,0,0,0,0.03,0
23-Jan-05,0,0,0,0.03,0
24-Jan-05,0,0,0,0.03,0
25-Jan-05,556,0,0.19,0.19,0
26-Jan-05,400,0,0.13,0.32,0
27-Jan-05,757,0,0.25,0.57,0
28-Jan-05,123,0,0.04,0.61,0
29-Jan-05,0,0,0,0.61,0
30-Jan-05,0,0,0,0.61,0
31-Jan-05,0,0,0,0.61,0
1-Feb-05,0,0,0,0.43,0
2-Feb-05,0,0,0,0.29,0
3-Feb-05,0,0,0,0.04,0
4-Feb-05,453,0,0.15,0.15,0
5-Feb-05,217,0,0.07,0.22,0
6-Feb-05,369,0,0.12,0.35,0
7-Feb-05,773,0,0.26,0.6,0
8-Feb-05,1107,0,0.37,0.97,0
9-Feb-05,1160,0,0.39,1.36,0
10-Feb-05,1122,0,0.37,1.73,0
11-Feb-05,1328,0,0.44,2.02,0
12-Feb-05,1353,0,0.45,2.4,0
13-Feb-05,826,0,0.28,2.55,0
14-Feb-05,476,0,0.16,2.45,0
15-Feb-05,396,0,0.13,2.22,0
16-Feb-05,0,0,0,1.83,0
17-Feb-05,192,0,0.06,1.52,0
18-Feb-05,1087,0,0.36,1.44,0
19-Feb-05,1162,0,0.39,1.38,0
20-Feb-05,1038,0,0.35,1.45,0
21-Feb-05,694,0,0.23,1.52,0
22-Feb-05,0,0,0,1.39,0
23-Feb-05,0,0,0,1.39,0
24-Feb-05,0,0,0,1.33,0
25-Feb-05,0,0,0,0.96,0
26-Feb-05,0,0,0,0.58,0
27-Feb-05,0,0,0,0.23,0
28-Feb-05,1,0,0,0,0
1-Mar-05,0,0,0,0,0
2-Mar-05,514,0,0.17,0.17,0
3-Mar-05,273,0,0.09,0.26,0
4-Mar-05,0,0,0,0.26,0
5-Mar-05,429,0,0.14,0.41,0
6-Mar-05,0,0,0,0.41,0
7-Mar-05,82,0,0.03,0.43,0
8-Mar-05,0,0,0,0.43,0
9-Mar-05,0,0,0,0.26,0
10-Mar-05,0,0,0,0.17,0
11-Mar-05,0,0,0,0.17,0
12-Mar-05,0,0,0,0.03,0
13-Mar-05,0,0,0,0.03,0
14-Mar-05,69,0,0.02,0.02,0
15-Mar-05,0,0,0,0.02,0
16-Mar-05,235,0,0.08,0.1,0
17-Mar-05,0,0,0,0.1,0
18-Mar-05,0,0,0,0.1,0
19-Mar-05,89,0,0.03,0.13,0
20-Mar-05,0,0,0,0.13,0
21-Mar-05,73,0,0.02,0.13,0
22-Mar-05,58,0,0.02,0.15,0
23-Mar-05,385,0,0.13,0.2,0
24-Mar-05,514,0,0.17,0.37,0
